,datetime_cl,carb_pos_low,carb_val_low,datetime_ch,carb_pos_high,carb_val_high,datetime_ph,pp_pos_high,pp_val_high,datetime_pl,pp_pos_low,pp_val_low,datetime_mov,mov_pos,razor_id,datetime_cam,cam_mov_pos,reject
0,2024-03-01 11:00:01.356,0.1757912,420.0,2024-03-01 11:00:01.544,0.98735678,690.0,2024-03-01 11:00:01.607,0.7666862,600.0,2024-03-01 11:00:01.798,0.023128,730.0,2024-03-01 11:00:01.798,1226.95983887,1_26,2024-03-01 11:00:07.236,3194.0402832,0.0
1,2024-03-01 11:00:04.580,0.17521299,310.0,2024-03-01 11:00:04.772,0.98922861,680.0,2024-03-01 11:00:04.772,0.76056463,290.0,2024-03-01 11:00:04.964,0.0136088,740.0,2024-03-01 11:00:04.964,1227.10864258,1_18,2024-03-01 11:00:10.406,3194.21411133,0.0
2,2024-03-01 11:00:05.783,0.1757948,380.0,2024-03-01 11:00:05.974,0.98742223,690.0,2024-03-01 11:00:06.037,0.76203638,580.0,2024-03-01 11:00:06.226,0.0230546,730.0,2024-03-01 11:00:06.226,1226.9621582,1_15,2024-03-01 11:00:11.673,3194.06738281,0.0
3,2024-03-01 11:00:06.226,0.17580441,410.0,2024-03-01 11:00:06.354,0.98742318,690.0,2024-03-01 11:00:06.417,0.75893319,350.0,2024-03-01 11:00:06.606,0.0231296,730.0,2024-03-01 11:00:06.606,1227.00695801,1_14,2024-03-01 11:00:12.181,3194.01611328,0.0
4,2024-03-01 11:00:07.427,0.1763276,490.0,2024-03-01 11:00:07.618,0.98924363,670.0,2024-03-01 11:00:07.618,0.76058137,290.0,2024-03-01 11:00:07.807,0.0117268,740.0,2024-03-01 11:00:07.807,1226.98034668,1_11,2024-03-01 11:00:13.323,3194.15649414,1.0
5,2024-03-01 11:00:08.253,0.17524479,330.0,2024-03-01 11:00:08.378,0.98738098,690.0,2024-03-01 11:00:08.442,0.7589274,420.0,2024-03-01 11:00:08.628,0.0061934,760.0,2024-03-01 11:00:08.628,1227.01965332,1_09,2024-03-01 11:00:14.083,3194.07250977,0.0
6,2024-03-01 11:00:09.454,0.16547421,300.0,2024-03-01 11:00:09.644,0.98923099,670.0,2024-03-01 11:00:09.644,0.76480019,290.0,2024-03-01 11:00:09.835,0.0061994,740.0,2024-03-01 11:00:09.835,1226.78796387,1_06,2024-03-01 11:00:15.409,3193.9152832,0.0
7,2024-03-01 11:00:10.279,0.1758128,380.0,2024-03-01 11:00:10.342,0.98742503,670.0,2024-03-01 11:00:10.406,0.75883442,320.0,2024-03-01 11:00:10.595,0.0226422,740.0,2024-03-01 11:00:10.595,1226.89196777,1_04,2024-03-01 11:00:01.670,3193.98388672,0.0
8,2024-03-01 11:00:11.040,0.17580339,430.0,2024-03-01 11:00:11.166,0.9874332,690.0,2024-03-01 11:00:11.229,0.75893062,370.0,2024-03-01 11:00:11.419,0.0231318,730.0,2024-03-01 11:00:11.419,1226.8671875,1_02,2024-03-01 11:00:02.438,3193.97167969,0.0
9,2024-03-01 11:00:12.623,0.1751958,320.0,2024-03-01 11:00:12.814,0.98922199,690.0,2024-03-01 11:00:12.814,0.7605722,300.0,2024-03-01 11:00:13.005,0.0136014,730.0,2024-03-01 11:00:13.005,1226.73217773,2_34,2024-03-01 11:00:18.504,3193.79589844,0.0
10,2024-03-01 11:00:14.353,0.17644779,540.0,2024-03-01 11:00:14.527,0.98787862,-120.0,2024-03-01 11:00:14.527,0.75898081,530.0,2024-03-01 11:00:14.716,0.0230654,720.0,2024-03-01 11:00:14.716,1226.89074707,2_30,2024-03-01 11:00:20.240,3194.00390625,0.0
11,2024-03-01 11:00:15.095,0.175227,320.0,2024-03-01 11:00:15.282,0.988186,690.0,2024-03-01 11:00:15.282,0.75896138,300.0,2024-03-01 11:00:15.473,0.0152346,740.0,2024-03-01 11:00:15.473,1226.90771484,2_28,2024-03-01 11:00:20.989,3193.99609375,0.0
12,2024-03-01 11:00:15.911,0.1752478,350.0,2024-03-01 11:00:16.103,0.98820239,690.0,2024-03-01 11:00:16.103,0.75899619,310.0,2024-03-01 11:00:16.293,0.0230822,710.0,2024-03-01 11:00:16.293,1226.97631836,2_26,2024-03-01 11:00:21.745,3194.0559082,0.0
13,2024-03-01 11:00:16.293,0.1764624,530.0,2024-03-01 11:00:16.480,0.98817497,680.0,2024-03-01 11:00:16.480,0.75894243,330.0,2024-03-01 11:00:16.669,0.0231312,730.0,2024-03-01 11:00:16.669,1226.88867188,2_25,2024-03-01 11:00:22.252,3193.97167969,0.0
14,2024-03-01 11:00:17.113,0.1691222,620.0,2024-03-01 11:00:17.240,0.98935157,690.0,2024-03-01 11:00:17.302,0.75892502,400.0,2024-03-01 11:00:17.492,0.0230664,720.0,2024-03-01 11:00:17.492,1226.69628906,2_23,2024-03-01 11:00:22.947,3193.89160156,0.0
15,2024-03-01 11:00:34.041,0.1764518,580.0,2024-03-01 11:00:34.230,0.9881894,690.0,2024-03-01 11:00:34.230,0.76054019,300.0,2024-03-01 11:00:34.419,0.01175,750.0,2024-03-01 11:00:34.419,1226.9041748,1001_02,2024-03-01 11:00:40.050,3193.99609375,0.0
16,2024-03-01 11:00:35.304,0.1654754,310.0,2024-03-01 11:00:35.493,0.9892326,670.0,2024-03-01 11:00:35.556,0.75893301,400.0,2024-03-01 11:00:35.744,0.0231862,730.0,2024-03-01 11:00:35.744,1226.9119873,1001_35,2024-03-01 11:00:41.254,3193.93969727,0.0
17,2024-03-01 11:00:37.350,0.1758332,360.0,2024-03-01 11:00:37.502,0.98932958,680.0,2024-03-01 11:00:37.571,0.75893199,420.0,2024-03-01 11:00:37.761,0.023058,720.0,2024-03-01 11:00:37.761,1226.89172363,1001_30,2024-03-01 11:00:43.109,3194.01171875,0.0
18,2024-03-01 11:00:37.761,0.1758772,470.0,2024-03-01 11:00:37.963,0.98922181,670.0,2024-03-01 11:00:37.963,0.76057118,290.0,2024-03-01 11:00:38.152,0.009982,740.0,2024-03-01 11:00:38.152,1227.10766602,1001_29,2024-03-01 11:00:43.631,3194.18359375,0.0
19,2024-03-01 11:00:39.355,0.17583141,480.0,2024-03-01 11:00:39.544,0.98935241,690.0,2024-03-01 11:00:39.608,0.75892383,400.0,2024-03-01 11:00:39.799,0.0230674,720.0,2024-03-01 11:00:39.799,1226.85571289,1001_25,2024-03-01 11:00:45.087,3193.97583008,0.0
20,2024-03-01 11:00:41.001,0.1760582,600.0,2024-03-01 11:00:41.126,0.98736578,690.0,2024-03-01 11:00:41.254,0.75892961,320.0,2024-03-01 11:00:41.445,0.0176594,730.0,2024-03-01 11:00:41.445,1226.92834473,1001_21,2024-03-01 11:00:46.862,3194.05200195,0.0
21,2024-03-01 11:00:41.827,0.175798,390.0,2024-03-01 11:00:41.953,0.98737681,690.0,2024-03-01 11:00:42.015,0.75883943,320.0,2024-03-01 11:00:42.206,0.0226308,740.0,2024-03-01 11:00:42.206,1226.99291992,1001_19,2024-03-01 11:00:47.561,3194.07592773,0.0
22,2024-03-01 11:00:43.035,0.1758628,450.0,2024-03-01 11:00:43.252,0.98784578,660.0,2024-03-01 11:00:43.252,0.75892758,430.0,2024-03-01 11:00:43.440,0.0062246,740.0,2024-03-01 11:00:43.440,1226.74816895,1001_16,2024-03-01 11:00:34.356,3193.87182617,0.0
23,2024-03-01 11:00:43.882,0.1757886,410.0,2024-03-01 11:00:44.009,0.98747039,680.0,2024-03-01 11:00:44.072,0.75892562,370.0,2024-03-01 11:00:44.263,0.0231586,730.0,2024-03-01 11:00:44.263,1227.00744629,1001_14,2024-03-01 11:00:35.115,3194.02368164,0.0
24,2024-03-01 11:00:44.263,0.175854,440.0,2024-03-01 11:00:44.453,0.98782903,650.0,2024-03-01 11:00:44.453,0.7589314,410.0,2024-03-01 11:00:44.644,0.0231226,720.0,2024-03-01 11:00:44.644,1227.06384277,1001_13,2024-03-01 11:00:35.617,3194.15185547,0.0
25,2024-03-01 11:00:45.024,0.1655172,300.0,2024-03-01 11:00:45.214,0.98933238,660.0,2024-03-01 11:00:45.214,0.76472598,300.0,2024-03-01 11:00:45.404,0.0136054,750.0,2024-03-01 11:00:45.404,1226.98425293,1002_11,2024-03-01 11:00:50.727,3194.14599609,1.0
26,2024-03-01 11:00:47.879,0.176441,560.0,2024-03-01 11:00:48.005,0.98745161,670.0,2024-03-01 11:00:48.069,0.75893962,390.0,2024-03-01 11:00:48.259,0.0231242,730.0,2024-03-01 11:00:48.259,1226.92871094,1002_04,2024-03-01 11:00:53.656,3194.0,0.0
27,2024-03-01 11:00:48.638,0.17584901,510.0,2024-03-01 11:00:48.836,0.98941243,700.0,2024-03-01 11:00:48.836,0.76473981,280.0,2024-03-01 11:00:49.016,0.0222784,730.0,2024-03-01 11:00:49.016,1226.89135742,1002_02,2024-03-01 11:00:54.418,3194.03173828,0.0
28,2024-03-01 11:00:49.016,0.175804,400.0,2024-03-01 11:00:49.206,0.98740482,690.0,2024-03-01 11:00:49.269,0.76669061,610.0,2024-03-01 11:00:49.465,0.023062,720.0,2024-03-01 11:00:49.465,1227.10424805,1002_01,2024-03-01 11:00:54.922,3194.11572266,0.0
29,2024-03-01 11:00:49.840,0.1751004,330.0,2024-03-01 11:00:50.030,0.98818457,670.0,2024-03-01 11:00:50.030,0.7605722,300.0,2024-03-01 11:00:50.221,0.0136176,730.0,2024-03-01 11:00:50.221,1226.90771484,1002_35,2024-03-01 11:00:55.677,3193.93969727,0.0
30,2024-03-01 11:00:50.663,0.1764338,560.0,2024-03-01 11:00:50.788,0.98738521,680.0,2024-03-01 11:00:50.851,0.75893217,370.0,2024-03-01 11:00:51.041,0.0231302,720.0,2024-03-01 11:00:51.041,1226.8482666,1002_33,2024-03-01 11:00:56.438,3193.99414063,0.0
