,datetime_cl,carb_pos_low,carb_val_low,datetime_ch,carb_pos_high,carb_val_high,datetime_ph,pp_pos_high,pp_val_high,datetime_pl,pp_pos_low,pp_val_low,datetime_mov,mov_pos,razor_id,datetime_cam,cam_mov_pos,reject
0,2024-03-01 11:00:01.544,0.17737401,420.0,2024-03-01 11:00:01.670,0.99985939,620.0,2024-03-01 11:00:01.734,0.75582379,280.0,2024-03-01 11:00:01.925,0.0062908,670.0,2024-03-01 11:00:01.925,1868.58398438,1_31,2024-03-01 11:00:05.343,3193.88793945,0.0
1,2024-03-01 11:00:03.570,0.1782006,490.0,2024-03-01 11:00:03.696,0.9997884,620.0,2024-03-01 11:00:03.759,0.7554298,300.0,2024-03-01 11:00:03.950,0.0164652,670.0,2024-03-01 11:00:03.950,1868.65576172,1_26,2024-03-01 11:00:07.236,3194.0402832,0.0
2,2024-03-01 11:00:06.794,0.1774004,390.0,2024-03-01 11:00:06.922,0.99977762,630.0,2024-03-01 11:00:06.985,0.75542462,320.0,2024-03-01 11:00:07.172,0.0164542,670.0,2024-03-01 11:00:07.172,1868.81970215,1_18,2024-03-01 11:00:10.406,3194.21411133,0.0
3,2024-03-01 11:00:07.998,0.1780744,470.0,2024-03-01 11:00:08.190,0.99074578,600.0,2024-03-01 11:00:08.253,0.75511622,350.0,2024-03-01 11:00:08.442,0.0230106,690.0,2024-03-01 11:00:08.442,1868.68395996,1_15,2024-03-01 11:00:11.673,3194.06738281,0.0
4,2024-03-01 11:00:08.378,0.1775984,350.0,2024-03-01 11:00:08.628,0.98914582,640.0,2024-03-01 11:00:08.628,0.75520599,370.0,2024-03-01 11:00:08.819,0.0089412,660.0,2024-03-01 11:00:08.819,1868.60827637,1_14,2024-03-01 11:00:12.181,3194.01611328,0.0
5,2024-03-01 11:00:09.200,0.1699646,320.0,2024-03-01 11:00:09.390,0.99074322,640.0,2024-03-01 11:00:09.454,0.75510639,320.0,2024-03-01 11:00:09.644,0.0056114,690.0,2024-03-01 11:00:09.644,1868.60400391,1_12,2024-03-01 11:00:12.814,3193.97094727,0.0
6,2024-03-01 11:00:09.581,0.1699782,310.0,2024-03-01 11:00:09.772,0.99075538,580.0,2024-03-01 11:00:09.835,0.75531697,300.0,2024-03-01 11:00:10.026,0.0228094,690.0,2024-03-01 11:00:10.026,1868.67944336,1_11,2024-03-01 11:00:13.323,3194.15649414,0.0
7,2024-03-01 11:00:11.166,0.1773738,420.0,2024-03-01 11:00:11.355,0.99981141,610.0,2024-03-01 11:00:11.419,0.75504178,450.0,2024-03-01 11:00:11.610,0.0062664,670.0,2024-03-01 11:00:11.610,1868.62402344,1_07,2024-03-01 11:00:14.904,3193.94799805,0.0
8,2024-03-01 11:00:11.610,0.1775858,340.0,2024-03-01 11:00:11.800,0.99011862,590.0,2024-03-01 11:00:11.800,0.7554248,300.0,2024-03-01 11:00:11.991,0.0164716,680.0,2024-03-01 11:00:11.991,1868.39196777,1_06,2024-03-01 11:00:15.409,3193.9152832,0.0
9,2024-03-01 11:00:14.841,0.1773842,380.0,2024-03-01 11:00:15.031,0.99979061,600.0,2024-03-01 11:00:15.095,0.75520003,370.0,2024-03-01 11:00:15.282,0.0229424,690.0,2024-03-01 11:00:15.282,1868.40795898,2_34,2024-03-01 11:00:18.504,3193.79589844,0.0
